------------------------------------------------------------------------------
Spectrum  |                  Observed  |      Rel. |     Aki     | Acc. |Type|
          |                 Wavelength |      Int. |   (s^-1)    |      |    |
          |          Vac (µm)          |      (?)  |             |      |    |
------------------------------------------------------------------------------
Th I      |              1.7415367     |         3 |             |      |    |
Ar II     |              1.74187675    |        69 |             |      |    |
Th I      |              1.74376950    |         7 |             |      |    |
Th I      |              1.74411022    |        11 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7441954     |         3 |             |      |    |
Th II     |              1.74475784    |        81 |             |      |    |
Th II     |              1.74557557    |        11 |             |      |    |
Th II     |              1.74562842    |         7 |             |      |    |
Th I      |              1.74618374    |         7 |             |      |    |
          |                            |           |             |      |    |
Th II     |              1.74622708    |       120 |             |      |    |
Ar II     |              1.7467477     |       24? |             |      |    |
Th I      |              1.74686711    |        27 |             |      |    |
Th I      |              1.74736955    |        43 |             |      |    |
Th I      |              1.74810521    |      1200 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.74886302    |         7 |             |      |    |
Th I      |              1.7490067     |         0 |             |      |    |
Th I      |              1.74923818    |        19 |             |      |    |
Th I      |              1.74925688    |        29 |             |      |    |
Th I      |              1.75034862    |         7 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.75038215    |        15 |             |      |    |
Th II     |              1.75075262    |         9 |             |      |    |
Th I      |              1.75083486    |        37 |             |      |    |
Th I      |              1.75090753    |        23 |             |      |    |
Th I      |              1.7514201     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.75150101    |         5 |             |      |    |
Th I      |              1.75164337    |         5 |             |      |    |
Th I      |              1.75217225    |        43 |             |      |    |
Th I      |              1.75279984    |         5 |             |      |    |
Th II     |              1.75345143    |       250 |             |      |    |
          |                            |           |             |      |    |
Th II     |              1.75353952    |         9 |             |      |    |
Th I      |              1.75356948    |        23 |             |      |    |
Th I      |              1.7541810     |         1 |             |      |    |
Th I      |              1.75471663    |         5 |             |      |    |
Ar II     |              1.7548185     |        22 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.75491906    |         7 |             |      |    |
Th I      |              1.75515192    |       29* |             |      |    |
Th I      |              1.75515192    |       29* |             |      |    |
Th I      |              1.75526619    |       110 |             |      |    |
Th I      |              1.7553012     |         1 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.75537227    |        19 |             |      |    |
Th I      |              1.75560997    |         9 |             |      |    |
Th I      |              1.75572704    |         5 |             |      |    |
Th I      |              1.75680961    |        21 |             |      |    |
Th I      |              1.75716614    |        5* |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.75716614    |        5* |             |      |    |
Th I      |              1.75731109    |        99 |             |      |    |
Th I      |              1.75759353    |        11 |             |      |    |
Ar II     |              1.7578172     |       5bl |             |      |    |
Th I      |              1.75788252    |        21 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.75845080    |      2100 |             |      |    |
Th I      |              1.75926049    |         5 |             |      |    |
Th I      |              1.75955309    |        11 |             |      |    |
Th I      |              1.75978970    |        19 |             |      |    |
Ar II     |              1.7603754     |         5 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7610992     |         3 |             |      |    |
Th I      |              1.76140003    |        23 |             |      |    |
Th I      |              1.76148919    |        19 |             |      |    |
Th I      |              1.7616284     |         3 |             |      |    |
Th I      |              1.7616899     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.76230866    |      1000 |             |      |    |
Th I      |              1.76260288    |        75 |             |      |    |
Ar II     |              1.7627117     |         8 |             |      |    |
Ar II     |              1.7629859     |         5 |             |      |    |
Th I      |              1.7629885     |         0 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7631709     |         1 |             |      |    |
Ar II     |              1.7632554     |        49 |             |      |    |
Th I      |              1.76337388    |        11 |             |      |    |
Th I      |              1.76343254    |        89 |             |      |    |
Th I      |              1.76458223    |        25 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.76494740    |        63 |             |      |    |
Th II     |              1.7651329     |         1 |             |      |    |
Th I      |              1.76588859    |        11 |             |      |    |
Th I      |              1.76638300    |         7 |             |      |    |
Th I      |              1.7668033     |         3 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.7668458     |        19 |             |      |    |
Th I      |              1.76696010    |        55 |             |      |    |
Th I      |              1.76702140    |        25 |             |      |    |
Ar II     |              1.7673545     |        21 |             |      |    |
Th I      |              1.76774716    |        49 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7677816     |         9 |             |      |    |
Th I      |              1.7681609     |         5 |             |      |    |
Th I      |              1.7683221     |         5 |             |      |    |
Th I      |              1.76838155    |        73 |             |      |    |
Th I      |              1.7684437     |         1 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.7686569     |         7 |             |      |    |
Th I      |              1.76887395    |        41 |             |      |    |
Th I      |              1.7689697     |         7 |             |      |    |
Th II     |              1.7690419     |         3 |             |      |    |
Th II     |              1.7692296     |         1 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.76964204    |        79 |             |      |    |
Th I      |              1.7698263     |         3 |             |      |    |
Th I      |              1.7698576     |         5 |             |      |    |
Th I      |              1.7698922     |         3 |             |      |    |
Th II     |              1.7699799     |         5 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.77036657    |       100 |             |      |    |
Th I      |              1.7704944     |         7 |             |      |    |
Th II     |              1.77051741    |        49 |             |      |    |
Th I      |              1.7717665     |         5 |             |      |    |
Th I      |              1.7718990     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.77203424    |        57 |             |      |    |
Th II     |              1.77211135    |        77 |             |      |    |
Th I      |              1.7735438     |         5 |             |      |    |
Th I      |              1.7736658     |         3 |             |      |    |
Th I      |              1.77426065    |        11 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.774449      |         4 |             |      |    |
Th I      |              1.77448971    |       440 |             |      |    |
Th I      |              1.7747612     |         1 |             |      |    |
Ar II     |              1.77515298    |        50 |             |      |    |
Th I      |              1.77527406    |        15 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7753178     |         5 |             |      |    |
Th II     |              1.77567564    |        11 |             |      |    |
Th I      |              1.77570933    |        37 |             |      |    |
Th I      |              1.77633483    |        13 |             |      |    |
Th I      |              1.77783850    |        17 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7781262     |         5 |             |      |    |
Ar II     |              1.7781827     |         9 |             |      |    |
Th I      |              1.77831617    |       270 |             |      |    |
Th I      |              1.7784677     |         1 |             |      |    |
Th I      |              1.77882027    |        49 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7791088     |         1 |             |      |    |
Th II     |              1.77956190    |        45 |             |      |    |
Th I      |              1.7802480     |         7 |             |      |    |
Th I      |              1.7806765     |         3 |             |      |    |
Ar II     |              1.7810282     |        23 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.781265      |        25 |             |      |    |
Ar II     |              1.7815426     |        18 |             |      |    |
Ar II     |              1.7821453     |        15 |             |      |    |
Th I      |              1.78258722    |       350 |             |      |    |
Th I      |              1.7826407     |         7 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.78273771    |        21 |             |      |    |
Th II     |              1.78301763    |       240 |             |      |    |
Th I      |              1.7831752     |         3 |             |      |    |
Th I      |              1.78348897    |        27 |             |      |    |
Ar II     |              1.7835104     |        28 |             |      |    |
          |                            |           |             |      |    |
Th II     |              1.78379253    |        17 |             |      |    |
Th I      |              1.78389922    |        15 |             |      |    |
Th I      |              1.7841660     |         5 |             |      |    |
Ar II     |              1.784501      |        25 |             |      |    |
Th I      |              1.78498524    |        29 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.7853646     |        42 |             |      |    |
Th I      |              1.78546330    |        47 |             |      |    |
Ar II     |              1.78565165    |       126 |             |      |    |
Ar II     |              1.78608258    |        52 |             |      |    |
Th I      |              1.7864098     |         5 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.78722769    |        15 |             |      |    |
Th I      |              1.78735905    |        29 |             |      |    |
Th I      |              1.78737471    |        39 |             |      |    |
Th I      |              1.78830466    |        25 |             |      |    |
Th I      |              1.7883269     |        3* |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7883269     |        3* |             |      |    |
Th I      |              1.7885644     |         1 |             |      |    |
Th I      |              1.78861629    |        11 |             |      |    |
Th I      |              1.78866694    |        47 |             |      |    |
Th I      |              1.78879659    |        63 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7890222     |         5 |             |      |    |
Th I      |              1.7893458     |         5 |             |      |    |
Th II     |              1.79003214    |       110 |             |      |    |
Th I      |              1.7901120     |         7 |             |      |    |
Th I      |              1.7903637     |         3 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.7905320     |        36 |             |      |    |
Ar II     |              1.7917542     |         3 |             |      |    |
Th I      |              1.7924931     |         1 |             |      |    |
Th I      |              1.7933171     |         3 |             |      |    |
Th II     |              1.7934254     |         1 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.7935477     |        34 |             |      |    |
Ar II     |              1.7936159     |        17 |             |      |    |
Th II     |              1.79364389    |       840 |             |      |    |
Ar II     |              1.7937437     |         7 |             |      |    |
Th I      |              1.7938762     |         5 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.79457629    |       130 |             |      |    |
Th I      |              1.7947599     |         7 |             |      |    |
Th I      |              1.79558586    |        33 |             |      |    |
Th I      |              1.7960028     |       200 |             |      |    |
Ar II     |              1.7960108     |        26 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.7962467     |       200 |             |      |    |
Th I      |              1.79649158    |       400 |             |      |    |
Th I      |              1.79695369    |        11 |             |      |    |
Th I      |              1.7972354     |         3 |             |      |    |
Th II     |              1.7974614     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.79769698    |       110 |             |      |    |
Th I      |              1.79870233    |        31 |             |      |    |
Th I      |              1.7991734     |         9 |             |      |    |
Th I      |              1.79937805    |        59 |             |      |    |
Ar II     |              1.8000500     |        24 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8000665     |         9 |             |      |    |
Th I      |              1.80075627    |        47 |             |      |    |
Ar II     |              1.8009709     |      26bl |             |      |    |
Th I      |              1.80236752    |        21 |             |      |    |
Th I      |              1.80250715    |        65 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8025435     |         3 |             |      |    |
Ar II     |              1.80282528    |        85 |             |      |    |
Ar II     |              1.8030353     |        12 |             |      |    |
Th I      |              1.8030721     |         5 |             |      |    |
Th I      |              1.8034310     |         7 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.80346571    |        15 |             |      |    |
Th I      |              1.8037516     |         5 |             |      |    |
Ar II     |              1.80386395    |        89 |             |      |    |
Th I      |              1.8045405     |         3 |             |      |    |
Th I      |              1.8049109     |         7 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8051158     |        45 |             |      |    |
Th I      |              1.8056414     |         3 |             |      |    |
Th I      |              1.80607710    |        29 |             |      |    |
Th I      |              1.8062148     |         3 |             |      |    |
Th II     |              1.8062430     |         1 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8065262     |         9 |             |      |    |
Th I      |              1.80705252    |        21 |             |      |    |
Th I      |              1.80723303    |       360 |             |      |    |
Th II     |              1.80751842    |        15 |             |      |    |
Th I      |              1.8078425     |         3 |             |      |    |
          |                            |           |             |      |    |
Th II     |              1.80828598    |        89 |             |      |    |
Th I      |              1.80870703    |        35 |             |      |    |
Th I      |              1.8102748     |         7 |             |      |    |
Th I      |              1.81031028    |        81 |             |      |    |
Th I      |              1.81048935    |        23 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.81116509    |        13 |             |      |    |
Th II     |              1.81121999    |        17 |             |      |    |
Th I      |              1.81191066    |        15 |             |      |    |
Ar II     |              1.8124693     |        26 |             |      |    |
Th I      |              1.81259600    |       430 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.81312696    |       110 |             |      |    |
Th I      |              1.81357918    |        19 |             |      |    |
Th I      |              1.81409796    |        13 |             |      |    |
Th I      |              1.8141963     |         1 |             |      |    |
Th I      |              1.8142159     |         5 |             |      |    |
          |                            |           |             |      |    |
Th II     |              1.8142447     |         1 |             |      |    |
Th I      |              1.8146765     |         0 |             |      |    |
Ar II     |              1.81537036    |       145 |             |      |    |
Ar II     |              1.8156388     |        21 |             |      |    |
Th I      |              1.8156669     |         7 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.81586995    |        72 |             |      |    |
Th I      |              1.81615688    |        39 |             |      |    |
Ar II     |              1.81658       |        40 |             |      |    |
Th I      |              1.81666281    |        13 |             |      |    |
Th I      |              1.81697268    |        11 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.81703004    |        23 |             |      |    |
Th I      |              1.81739022    |        11 |             |      |    |
Th I      |              1.8174178     |         9 |             |      |    |
Th I      |              1.8178686     |         3 |             |      |    |
Th I      |              1.8181196     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8188647     |         3 |             |      |    |
Th I      |              1.8192357     |         3 |             |      |    |
Th I      |              1.8192487     |         1 |             |      |    |
Th I      |              1.8199693     |         5 |             |      |    |
Ar II     |              1.8200622     |        11 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8209303     |         3 |             |      |    |
Th I      |              1.82219437    |        35 |             |      |    |
Th I      |              1.82258636    |        11 |             |      |    |
Th II     |              1.82283790    |       100 |             |      |    |
Th I      |              1.8230999     |         1 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8231564     |         3 |             |      |    |
Th I      |              1.8233508     |         3 |             |      |    |
Th I      |              1.8233857     |         1 |             |      |    |
Th II     |              1.8236588     |         0 |             |      |    |
Th I      |              1.82375788    |        19 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8237685     |         4 |             |      |    |
Th II     |              1.82394185    |       250 |             |      |    |
Ar II     |              1.8249266     |      14bl |             |      |    |
Ar II     |              1.82540904    |        28 |             |      |    |
Ar II     |              1.8263522     |        10 |             |      |    |
          |                            |           |             |      |    |
Th II     |              1.82697147    |        53 |             |      |    |
Th II     |              1.82713775    |       290 |             |      |    |
Th I      |              1.8274317     |         5 |             |      |    |
Th I      |              1.82788797    |        15 |             |      |    |
Th I      |              1.82804804    |        11 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.82814609    |        13 |             |      |    |
Ar II     |              1.82840059    |        60 |             |      |    |
Th I      |              1.82846453    |        59 |             |      |    |
Th I      |              1.8286895     |         0 |             |      |    |
Th I      |              1.82935342    |        13 |             |      |    |
          |                            |           |             |      |    |
Th II     |              1.82937481    |        27 |             |      |    |
Ar II     |              1.829451      |         4 |             |      |    |
Th I      |              1.83019542    |        33 |             |      |    |
Th I      |              1.8306641     |         3 |             |      |    |
Th II     |              1.8310793     |         1 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.83132592    |        54 |             |      |    |
Th I      |              1.83204095    |        15 |             |      |    |
Th I      |              1.8331117     |         7 |             |      |    |
Th I      |              1.83314781    |        17 |             |      |    |
Th I      |              1.83346101    |        11 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.83352769    |        19 |             |      |    |
Ar II     |              1.8335547     |        20 |             |      |    |
Th I      |              1.83394076    |        11 |             |      |    |
Th I      |              1.8344645     |         5 |             |      |    |
Th II     |              1.8345267     |         5 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.83465860    |        77 |             |      |    |
Th I      |              1.8347438     |         3 |             |      |    |
Th I      |              1.8350420     |         1 |             |      |    |
Th I      |              1.83531306    |        15 |             |      |    |
Th II     |              1.8370344     |         9 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.83805862    |        13 |             |      |    |
Th II     |              1.83812976    |        45 |             |      |    |
Ar II     |              1.8390788     |        13 |             |      |    |
Th I      |              1.8396823     |         9 |             |      |    |
Th II     |              1.8402076     |         5 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8403838     |        6* |             |      |    |
Ar II     |              1.8403838     |        6* |             |      |    |
Th II     |              1.8404793     |         1 |             |      |    |
Th I      |              1.84156953    |        23 |             |      |    |
Th I      |              1.8417603     |         0 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8427360     |        20 |             |      |    |
Ar II     |              1.842749      |       400 |             |      |    |
Ar I      |              1.842776      |        12 |             |      |    |
Th I      |              1.8427849     |       200 |             |      |    |
Th I      |              1.8430102     |         3 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.84385485    |       54* |             |      |    |
Ar II     |              1.84385485    |       54* |             |      |    |
Th II     |              1.8439855     |         1 |             |      |    |
Th I      |              1.84404874    |       200 |             |      |    |
Th I      |              1.84522326    |        11 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8457122     |         1 |             |      |    |
Th I      |              1.8459994     |         1 |             |      |    |
Th I      |              1.8460239     |         1 |             |      |    |
Ar II     |              1.8462152     |      19bl |             |      |    |
Ar II     |              1.8462543     |        25 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.84656216    |        11 |             |      |    |
Th I      |              1.8466069     |         3 |             |      |    |
Th I      |              1.84684509    |       320 |             |      |    |
Th II     |              1.84693759    |        19 |             |      |    |
Ar II     |              1.8470417     |        12 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8470753     |        11 |             |      |    |
Th I      |              1.8473879     |         1 |             |      |    |
Th I      |              1.8474146     |         7 |             |      |    |
Th II     |              1.8478685     |         7 |             |      |    |
Th I      |              1.8483437     |         3 |             |      |    |
          |                            |           |             |      |    |
Th II     |              1.8486001     |         1 |             |      |    |
Ar II     |              1.8489248     |        33 |             |      |    |
Ar II     |              1.84894694    |      33bl |             |      |    |
Th I      |              1.84906352    |       120 |             |      |    |
Ar II     |              1.8495853     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8506781     |         7 |             |      |    |
Th I      |              1.85097470    |        19 |             |      |    |
Th I      |              1.8510298     |         3 |             |      |    |
Ar II     |              1.85199975    |       56* |             |      |    |
Ar II     |              1.85199975    |       56* |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8520192     |         7 |             |      |    |
Ar II     |              1.8523931     |      21bl |             |      |    |
Ar II     |              1.8524277     |        28 |             |      |    |
Th I      |              1.85265297    |        11 |             |      |    |
Th II     |              1.8528029     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8528209     |         1 |             |      |    |
Th I      |              1.8531222     |         9 |             |      |    |
Th I      |              1.85357722    |        15 |             |      |    |
Th II     |              1.8536058     |         5 |             |      |    |
Th I      |              1.8538459     |         7 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.85468140    |        19 |             |      |    |
Th II     |              1.85477151    |        65 |             |      |    |
Th I      |              1.8549155     |         5 |             |      |    |
Th I      |              1.8554235     |         1 |             |      |    |
Th I      |              1.8554990     |         3 |             |      |    |
          |                            |           |             |      |    |
Th II     |              1.85571307    |        25 |             |      |    |
Th I      |              1.85579709    |       150 |             |      |    |
Ar II     |              1.85610656    |        36 |             |      |    |
Th I      |              1.85681366    |        33 |             |      |    |
Ar II     |              1.85749351    |       85* |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.85749351    |       85* |             |      |    |
Ar II     |              1.85770502    |        30 |             |      |    |
Th I      |              1.8579199     |        1* |             |      |    |
Th I      |              1.8579199     |        1* |             |      |    |
Th I      |              1.8582031     |         9 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8582550     |         3 |             |      |    |
Th II     |              1.8586327     |         5 |             |      |    |
Th I      |              1.85958585    |       190 |             |      |    |
Th I      |              1.86018463    |        31 |             |      |    |
Th I      |              1.86021606    |        15 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8604465     |       46* |             |      |    |
Ar II     |              1.8604465     |       46* |             |      |    |
Th II     |              1.8624707     |         9 |             |      |    |
Th I      |              1.86253816    |        11 |             |      |    |
Th I      |              1.8636684     |         3 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8639418     |        6* |             |      |    |
Ar II     |              1.8639418     |        6* |             |      |    |
Ar II     |              1.8641037     |      17bl |             |      |    |
Ar II     |              1.8641052     |       6bl |             |      |    |
Ar II     |              1.8645774     |      14bl |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8646263     |        22 |             |      |    |
Th I      |              1.86517551    |       260 |             |      |    |
Th I      |              1.86572138    |        65 |             |      |    |
Th I      |              1.8660137     |         3 |             |      |    |
Th I      |              1.8660386     |         1 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8661324     |         1 |             |      |    |
Th II     |              1.8662605     |         1 |             |      |    |
Th I      |              1.8663741     |         0 |             |      |    |
Th I      |              1.86641603    |        29 |             |      |    |
Th I      |              1.86693424    |      140* |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.86693424    |      140* |             |      |    |
Ar II     |              1.867052      |        3* |             |      |    |
Ar II     |              1.867052      |        3* |             |      |    |
Th I      |              1.86852564    |        19 |             |      |    |
Th I      |              1.8685628     |         9 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8686157     |        10 |             |      |    |
Th I      |              1.86894059    |        13 |             |      |    |
Th I      |              1.8691317     |         5 |             |      |    |
Th I      |              1.8711886     |         1 |             |      |    |
Th I      |              1.8712823     |         1 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8719160     |         1 |             |      |    |
Th I      |              1.87307969    |        45 |             |      |    |
Th I      |              1.8737830     |         9 |             |      |    |
Th I      |              1.8747968     |         5 |             |      |    |
Th II     |              1.87491933    |        67 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8759282     |      2bl* |             |      |    |
Ar II     |              1.8759282     |      2bl* |             |      |    |
Th I      |              1.8759282     |         3 |             |      |    |
Th I      |              1.8759575     |         1 |             |      |    |
Ar II     |              1.87623915    |        42 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8763739     |        7* |             |      |    |
Th I      |              1.8763739     |        7* |             |      |    |
Th I      |              1.87659278    |        19 |             |      |    |
Th I      |              1.87724549    |       120 |             |      |    |
Th I      |              1.8775925     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.87812148    |        15 |             |      |    |
Th I      |              1.8788333     |         3 |             |      |    |
Th I      |              1.8799270     |         5 |             |      |    |
Th I      |              1.88024004    |        61 |             |      |    |
Ar II     |              1.8803959     |         9 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.88048354    |        55 |             |      |    |
Th I      |              1.8808383     |         3 |             |      |    |
Th I      |              1.88118728    |      1900 |             |      |    |
Th I      |              1.8824426     |         5 |             |      |    |
Th I      |              1.8834587     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.88408353    |        11 |             |      |    |
Th I      |              1.88507176    |        51 |             |      |    |
Th I      |              1.8856531     |         9 |             |      |    |
Th I      |              1.88584688    |        19 |             |      |    |
Th I      |              1.88655927    |       140 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.88721758    |        13 |             |      |    |
Th II     |              1.8880703     |         9 |             |      |    |
Th I      |              1.8884038     |         9 |             |      |    |
Th I      |              1.88851361    |        13 |             |      |    |
Th I      |              1.8885722     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.88867008    |       560 |             |      |    |
Th I      |              1.88927835    |        11 |             |      |    |
Th I      |              1.8893266     |         3 |             |      |    |
Ar II     |              1.8897186     |        17 |             |      |    |
Th I      |              1.8904255     |         9 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.89054993    |        31 |             |      |    |
Th I      |              1.89073285    |        51 |             |      |    |
Th I      |              1.8911630     |         7 |             |      |    |
Th I      |              1.89197875    |        43 |             |      |    |
Th I      |              1.8923942     |         5 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8925242     |        11 |             |      |    |
Th I      |              1.89314878    |        47 |             |      |    |
Ar II     |              1.8932377     |         2 |             |      |    |
Th I      |              1.8935061     |         3 |             |      |    |
Ar II     |              1.8936723     |        15 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.89380434    |        19 |             |      |    |
Th I      |              1.8940784     |         5 |             |      |    |
Th I      |              1.89420888    |        55 |             |      |    |
Th I      |              1.8942575     |         7 |             |      |    |
Th I      |              1.8946232     |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.8957920     |         7 |             |      |    |
Th I      |              1.89583646    |        21 |             |      |    |
Th II     |              1.89618482    |        19 |             |      |    |
Th I      |              1.8964775     |        13 |             |      |    |
Ar II     |              1.89720962    |        50 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.8974422     |         4 |             |      |    |
Th I      |              1.89845340    |       140 |             |      |    |
Th I      |              1.89848105    |        17 |             |      |    |
Ar II     |              1.8989617     |       15? |             |      |    |
Th I      |              1.9010727     |         1 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.90186078    |        51 |             |      |    |
Ar II     |              1.9023016     |         8 |             |      |    |
Th II     |              1.9025889     |         1 |             |      |    |
Th I      |              1.90336245    |        19 |             |      |    |
Ar II     |              1.9034416     |        13 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.9035201     |         9 |             |      |    |
Th I      |              1.9042009     |         9 |             |      |    |
Th I      |              1.90467981    |        73 |             |      |    |
Th I      |              1.9049592     |         3 |             |      |    |
Th I      |              1.90503706    |        25 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              1.9057129     |        10 |             |      |    |
Th I      |              1.9061128     |         3 |             |      |    |
Th I      |              1.9061980     |        15 |             |      |    |
Th I      |              1.9065428     |         1 |             |      |    |
Ar II     |              1.90660687    |        29 |             |      |    |
          |                            |           |             |      |    |
Th I      |              1.90732870    |        49 |             |      |    |
